"id","url","title","rule_id"
69,"http://www.admin.ox.ac.uk/councilsec/trusts/oudt/","University of Oxford Development Trust Fund ('OUDT'), Council Secretariat",-1
127,"http://blogs.some.ox.ac.uk/archive/category/college-events/","College Events | Somerville College Archives",-1
128,"http://blogs.some.ox.ac.uk/archive/2014/06/","June | 2014 | Somerville College Archives",-1
135,"http://talks.ox.ac.uk/","Oxford Talks",-1
137,"http://talks.ox.ac.uk/document/Documentation","Oxford Talks",-1
144,"http://talks.ox.ac.uk/document/Getting%20Involved","Oxford Talks",-1
146,"http://talks.ox.ac.uk/index/talks/new","Oxford Talks",-1
194,"http://www.bodleian.ox.ac.uk/weston/finding-resources/catalogues","Weston Library | Catalogues & finding aids",-1
251,"http://help.it.ox.ac.uk/service/nexus-exchange-service","Nexus Exchange Service | IT Services Help Site",-1
260,"http://courses.it.ox.ac.uk/","  IT and Information Skills: Course catalogue",-1
308,"http://www.ox.ac.uk/students/welfare/health","Health | University of Oxford",-1
346,"http://www.club.ox.ac.uk/","Welcome To The University Club",-1
662,"https://www.alumni.ox.ac.uk/offers/university-rooms-oxford","University Rooms Oxford | Oxford Alumni",-1
696,"http://www.exeter.ox.ac.uk/alumni/","",-1
1349,"http://www.oxfordtoday.ox.ac.uk/features/speaking-out-africa","Speaking out for Africa | Oxford Today",-1
1371,"http://www.ox.ac.uk/local-community/outreach-and-education/widening-participation","Widening Participation | University of Oxford",-1
1448,"http://www.spc.ox.ac.uk/study-here/visiting-students/course-options/english-literature","Visiting Students - English Literature | www.spc.ox.ac.uk",-1
1463,"http://www.spc.ox.ac.uk/study-here/undergraduate-study","Undergraduate Study | www.spc.ox.ac.uk",-1
1495,"http://www.st-annes.ox.ac.uk/jcr","St Anne's College, Oxford > Resources > JCR (Junior Common Room)",-1
1648,"http://www.alumni.ox.ac.uk/form/request-your-alumni-number","Request your alumni number | Oxford Alumni",-1
1702,"http://www.geog.ox.ac.uk/graduate/apply/reflections.html","Student Reflections | How to Apply | International Graduate Schoool | School of Geography and the Environment | University of Ox",-1
1929,"http://www.tsu.ox.ac.uk/events/ht13_seminars/","Transitioning towards Electric Vehicles: TSU Seminar Series, Hilary Term 2013 | Events | Transport Studies Unit | University of ",2
1995,"https://www.ox.ac.uk/about/jobs/","Jobs and Vacancies at Oxford University - University of Oxford",-1
2028,"https://www.ox.ac.uk/about/jobs/secondments/","Secondments - University of Oxford",-1
2191,"http://alumni.oriel.ox.ac.uk/connect/","  Connect",-1
2192,"http://alumni.oriel.ox.ac.uk/recognising-your-gift/","  Recognising Your Gift",-1
2370,"http://alumni.oriel.ox.ac.uk/the-provosts-court/","  The Provost’s Court",-1
2381,"http://alumni.oriel.ox.ac.uk/oriel-news/","  Oriel News",-1
2382,"http://alumni.oriel.ox.ac.uk/connect/alumni-benefits/","  Alumni Benefits",-1
2383,"http://alumni.oriel.ox.ac.uk/connect/alumni-interest-groups/","  Alumni Interest Groups",-1
2389,"http://alumni.oriel.ox.ac.uk/let-us-know-your-news/","  Let us know your news!",-1
2391,"http://alumni.oriel.ox.ac.uk/next-industry-focus-health/","  Next Industry Focus: Health",-1
2394,"http://alumni.oriel.ox.ac.uk/2015/02/","  2015  February",-1
2397,"http://alumni.oriel.ox.ac.uk/category/oriel-news/","  Oriel News",-1
2430,"http://www.oriel.ox.ac.uk/content/open-days","Open Days | Oriel College",-1
2433,"http://alumni.oriel.ox.ac.uk/contribute/leaving-a-gift/","  Leaving a Legacy",-1
2434,"http://alumni.oriel.ox.ac.uk/contribute/giving-from-outside-the-uk/","  Gifts From Abroad",-1
2448,"http://alumni.oriel.ox.ac.uk/connect/get-in-contact/","  Get in Contact",-1
2450,"http://alumni.oriel.ox.ac.uk/contribute/careers/","  Careers Mentoring",-1
2467,"https://www.alumniweb.ox.ac.uk/wadham/events/2015-engineers-reunion","
	2015 Engineers Reunion
",-1
2534,"https://www.wolfson.ox.ac.uk/event/oclw-seminar-%E2%80%98-author-medical-imagination%E2%80%99","www.wolfson.ox.ac.uk",1
2543,"https://www.wolfson.ox.ac.uk/calendar-node-field-event-date/day/2015-06-16","www.wolfson.ox.ac.uk",1
2547,"https://www.wolfson.ox.ac.uk/event/oclw-seminar-%E2%80%98re-reading-anne-sexton%E2%80%99-0","www.wolfson.ox.ac.uk",1
2584,"https://www.ccc.ox.ac.uk/Transnational-and-Global-History-Seminar/","Corpus Christi College Oxford - Oxford Transnational and Global History Seminar",-1
2587,"http://www.ccc.ox.ac.uk/Fellows/","Corpus Christi College Oxford - President and Fellows",-1
2834,"http://www.zoo.ox.ac.uk/graduates/welcome","Graduates | Department of Zoology, University of Oxford",-1
2837,"http://aims.robots.ox.ac.uk","Centre for Doctoral Training in Autonomous Intelligent Machines and Systems",-1
2926,"http://www.tsu.ox.ac.uk/events/ht14_seminars/","Transport Controversies: TSU Seminar Series, Hilary Term 2014 | Events | Transport Studies Unit | University of Oxford",2
2935,"http://www.tsu.ox.ac.uk/events/ht08_seminars/","TSU Seminar Series, Hilary Term 2008 | Events | Transport Studies Unit | University of Oxford",2
2937,"http://www.tsu.ox.ac.uk/events/ht09_seminars/","Open Lectures on Sustainable Transport: TSU Seminar Series, Hilary Term 2009 | Events | Transport Studies Unit | University of O",2
2938,"http://www.tsu.ox.ac.uk/events/ht10_seminars/","TSU Seminar Series, Hilary Term 2010 | Events | Transport Studies Unit | University of Oxford",2
2939,"http://www.tsu.ox.ac.uk/events/ht11_seminars/","Future Research in Transport: TSU Seminar Series, Hilary Term 2011 | Events | Transport Studies Unit | University of Oxford",2
2940,"http://www.tsu.ox.ac.uk/events/ht12_seminars/","Socio-spatial Inequalities, Transport and Mobilities: TSU Seminar Series, Hilary Term 2012 | Events | Transport Studies Unit | U",2
3002,"http://www.geog.ox.ac.uk/alumni/leavers.html","Information for SoGE leavers | Alumni | School of Geography and the Environment | University of Oxford",-1
3004,"http://www.geog.ox.ac.uk/events/seminars/ht07_ocwr.html","Oxford Centre for Water Research Seminar Series Hilary Term 2007 | Seminar Series | Events | School of Geography and the Environ",2
3016,"http://www.geog.ox.ac.uk/events/seminars/ht07_climate.html","Climate Systems and Policy Research Cluster: Special Seminar Hilary Term 2007 | Seminar Series | Events | School of Geography an",1
3020,"http://www.geog.ox.ac.uk/events/seminars/mt07_biodiversity.html","Biodiversity Research Seminar Series Michaelmas Term 2007 | Seminar Series | Events | School of Geography and the Environment | ",2
3021,"http://www.geog.ox.ac.uk/events/seminars/ht08_technologies.html","Technological Natures Research Seminar Series Hilary Term 2008 | Seminar Series | Events | School of Geography and the Environme",1
3027,"http://www.geog.ox.ac.uk/events/seminars/tt08_research.html","Departmental Research Seminar Series Trinity Term 2008 | Seminar Series | Events | School of Geography and the Environment | Uni",2
3029,"http://www.geog.ox.ac.uk/events/seminars/tt08_african.html","African History, Politics and Geography Seminar Series Trinity Term 2008 | Seminar Series | Events | School of Geography and the",2
3040,"http://www.geog.ox.ac.uk/events/seminars/mt13_counting-differently.html","Counting Differently Seminar Series | Seminar Series | Events | School of Geography and the Environment | University of Oxford",2
3042,"http://www.qeh.ox.ac.uk/events-1/seminar-series/african-history-politics-seminars","African History & Politics Seminars — ODID",2
3137,"https://www.alumniweb.ox.ac.uk/new/legacies","
	Leaving a Legacy - New College
",-1
3176,"http://www.admin.ox.ac.uk/pras/aboutus/","About PRAS, Planning and Resource Allocation",-1
3233,"http://blogs.it.ox.ac.uk/engage/case-studies/","
	Case Studies | Engage	",-1
3256,"http://blogs.it.ox.ac.uk/engage/social-media-michaelmas/23-things-for-research/?replytocom=3","
	23 Things for Research | Engage	",-1
3259,"http://blogs.bodleian.ox.ac.uk/23things/sign-up/","Sign up for 23 Things | 23 Things for Research",-1
3263,"http://blogs.bodleian.ox.ac.uk/23things/schedule/","The 23 Things for Research schedule | 23 Things for Research",-1
3265,"http://courses.it.ox.ac.uk/detail/TIMTB"," ",-1
3374,"http://blogs.it.ox.ac.uk/do/do-backing-up-your-data-to-the-hfs/","
	do: Backing up your data to the HFS | do:	",-1
3399,"http://blogs.bodleian.ox.ac.uk/23things/category/thing-6/","Thing 6 | 23 Things for Research",-1
3422,"http://blogs.bodleian.ox.ac.uk/23things/bonus-thing-6-2014/","Bonus Thing 6 2014: Researcher identifiers and your publication profile | 23 Things for Research",-1
3423,"http://blogs.bodleian.ox.ac.uk/23things/thing-20-2014/","Thing 20 2014: Google Docs and Dropbox | 23 Things for Research",-1
3452,"http://blogs.it.ox.ac.uk/acit-rs-team/2013/08/","
	  2013  August | Academic IT Research Support team	",-1
3453,"http://blogs.it.ox.ac.uk/acit-rs-team/2013/03/","
	  2013  March | Academic IT Research Support team	",-1
3465,"http://blogs.it.ox.ac.uk/acit-rs-team/2015/03/","
	  2015  March | Academic IT Research Support team	",-1
