id,label,f01|E:url[seminar],f02|#:text[abstract],f03|#:text[location],f04|#:text[LOCATION],f05|#:text[speaker],f06|#:text[SPEAKER],f07|#:text[date|time],f08|#:text[DATE|TIME],f09|#:tag[img],f10|#:text[tbc/tba],f11|#:tag[table],f12|#:url[neg_word],f13|#:text[seminar]
78204,-1,0,0,0,0,1,0,0,0,12,0,0,0,1
78227,-1,0,0,0,0,0,0,1,0,5,0,1,0,1
78254,-1,1,1,2,0,2,4,0,2,10,0,0,0,3
78255,1,1,0,0,0,0,0,0,4,4,0,0,0,6
78368,2,1,0,3,3,1,13,1,12,1,0,0,0,10
78412,-1,0,0,0,0,1,8,0,0,3,0,1,0,1
78907,-1,0,0,4,6,2,5,2,5,5,0,0,0,10
81445,-1,0,0,1,0,1,0,1,1,0,0,0,0,2
81569,-1,0,7,22,20,6,0,21,142,0,0,1,0,49
81699,-1,0,0,22,7,161,4,111,21,0,0,1,0,6
81735,-1,0,0,2,0,33,1,48,1,0,0,1,0,5
81854,-1,0,0,18,13,32,10,24,4,0,0,1,0,1
82493,-1,0,0,3,7,13,1,0,0,0,0,1,0,0
82558,-1,0,0,71,30,325,14,93,27,0,0,11,0,13
87171,-1,0,0,3,5,1,3,0,3,5,0,1,0,9
92336,-1,0,0,11,1,1,0,15,0,4,0,1,0,1
92463,-1,1,2,0,0,0,0,0,0,0,0,0,0,6
92480,2,1,0,12,10,1,0,1,1,3,7,1,0,17
92557,2,1,0,1,1,5,38,5,36,14,0,4,0,8
92688,-1,0,0,10,0,0,0,1,2,3,0,0,0,0
92718,-1,0,0,0,1,0,0,0,0,1,0,0,0,3
92724,-1,0,0,2,0,0,1,1,0,1,0,0,0,0
92746,-1,0,0,0,0,0,0,0,0,1,0,0,0,0
93274,1,2,0,1,1,2,7,2,1,1,0,0,0,6
93275,1,2,0,1,1,2,5,2,1,1,0,0,0,6
93433,-1,0,0,1,0,1,0,1,0,4,0,1,0,1
94271,-1,0,10,7,3,2,6,2,0,11,0,0,0,5
94360,-1,0,0,0,2,0,0,1,1,9,0,0,0,0
94413,-1,0,0,0,0,0,2,4,3,11,0,0,0,0
94700,-1,0,0,10,5,1,101,0,0,24,0,7,0,0
94922,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
94945,-1,0,0,0,0,0,0,0,1,0,0,0,0,0
95233,-1,0,0,1,0,0,0,0,1,10,0,0,0,0
95603,-1,0,0,4,0,0,0,2,1,1,0,0,0,1
97172,-1,0,0,2,0,0,0,1,0,1,0,0,0,0
98170,2,1,0,3,3,0,0,0,10,9,1,1,0,16
98350,2,1,0,2,1,5,7,0,32,11,0,1,0,14
98411,1,1,1,6,0,2,2,3,2,16,0,1,0,10
98413,1,1,1,2,0,1,1,3,3,16,0,1,0,10
98414,1,1,1,2,0,2,1,3,3,17,0,1,0,12
98416,1,1,1,2,1,2,0,3,3,16,0,1,0,9
98418,1,1,1,2,0,2,1,5,3,16,0,1,0,11
98569,2,1,0,4,4,0,59,0,127,10,0,1,0,12
98574,-1,1,0,1,0,1,0,0,1,9,0,1,0,16
98589,1,1,1,3,2,1,0,2,5,16,0,1,0,11
98613,1,1,1,3,2,0,3,4,3,16,0,1,0,10
98647,1,1,1,3,2,0,0,4,3,16,0,1,0,10
98671,1,1,1,3,1,0,0,3,3,16,0,1,0,10
98680,1,1,1,3,1,0,0,2,2,16,0,1,0,10
98823,1,1,1,2,0,0,0,2,3,16,0,1,0,9
98866,1,1,1,2,0,0,0,3,2,16,0,1,0,9
98937,1,1,1,2,0,2,0,2,3,17,0,2,0,11
98943,1,1,0,3,1,0,0,2,3,16,0,1,0,9
98974,1,1,0,2,0,0,0,2,3,16,0,1,0,10
98975,1,1,0,5,3,0,0,2,3,16,0,1,0,10
98976,1,1,0,2,0,0,0,2,3,16,0,1,0,10
98977,1,1,0,2,0,0,0,2,3,16,0,1,0,10
98978,1,1,0,2,0,0,0,2,3,16,0,1,0,10
98979,1,1,0,2,0,0,0,2,3,16,0,1,0,10
98980,1,1,0,2,0,0,0,2,2,16,0,1,0,10
98981,1,1,0,2,0,0,0,2,3,16,0,1,0,10
98982,1,1,0,2,0,0,0,2,3,16,0,1,0,10
98984,1,1,0,2,0,0,0,2,3,16,0,1,0,10
98987,1,1,0,2,0,0,0,2,3,16,0,1,0,10
98990,1,1,0,2,0,0,0,2,3,16,0,1,0,10
98992,1,1,0,2,0,3,0,2,3,16,0,1,0,10
98993,1,1,0,2,0,0,0,2,2,16,0,1,0,10
98994,1,1,0,2,0,0,0,2,3,16,0,1,0,10
98996,1,1,0,2,0,0,0,2,3,16,0,1,0,10
98998,1,1,0,2,0,0,0,2,3,16,0,1,0,10
98999,1,1,0,2,0,0,0,2,3,16,0,1,0,10
99000,1,1,0,2,0,0,0,2,3,16,0,1,0,10
99001,1,1,2,2,0,0,0,2,3,16,0,1,0,11
99002,1,1,0,2,0,0,0,2,3,16,0,1,0,10
99010,1,1,1,2,0,0,0,2,3,16,0,1,0,12
99011,1,1,2,2,0,0,0,2,1,16,0,1,0,11
99012,1,1,2,5,0,0,0,2,3,16,0,1,0,11
99013,1,1,1,2,0,0,0,2,3,16,0,1,0,10
99014,1,1,0,2,0,0,0,2,2,16,0,1,0,10
99015,1,1,1,2,0,0,0,2,3,16,0,1,0,10
99017,1,1,1,2,0,0,0,2,3,16,0,1,0,10
99019,1,1,6,2,0,0,0,2,3,16,0,1,0,11
99020,1,1,1,2,0,0,0,2,3,16,0,1,0,10
99023,1,1,1,2,0,0,0,2,3,16,0,1,0,10
99142,1,1,1,2,0,0,0,2,3,16,0,1,0,11
99143,1,1,1,2,0,0,0,2,3,16,0,1,0,11
99144,1,1,0,2,0,0,0,2,3,16,3,1,0,10
99145,1,1,1,3,0,0,0,2,3,16,0,1,0,10
99146,1,1,1,2,0,0,0,2,3,16,0,1,0,11
99265,-1,0,0,7,3,1,0,4,1,16,0,0,0,2
99289,-1,1,0,1,0,0,0,1,0,10,0,1,0,13
99291,-1,1,0,1,0,1,0,0,2,10,0,1,0,37
99293,1,1,1,2,0,0,1,3,3,16,0,1,0,10
99299,1,1,1,8,0,0,1,4,3,16,0,1,0,12
99302,2,1,0,3,5,1,1,0,9,9,0,1,0,16
99305,-1,1,0,1,0,0,0,1,0,11,0,1,0,14
99310,-1,1,0,1,0,0,3,1,0,11,0,1,0,13
99314,-1,1,0,1,0,0,0,1,0,10,0,1,0,16
99321,1,1,1,4,2,0,0,2,3,8,0,0,0,4
99322,1,1,1,2,0,0,0,2,3,16,0,1,0,11
99323,1,1,1,4,1,1,1,2,3,16,0,1,0,11
99324,1,1,1,2,1,1,0,2,3,16,0,1,0,10
99328,2,1,0,5,6,0,5,1,26,9,0,1,0,16
99334,2,1,0,1,1,0,0,0,6,14,1,1,0,19
99341,2,1,0,4,4,0,59,0,127,10,0,1,0,12
99349,2,1,0,2,1,0,0,2,0,11,0,1,0,19
99356,1,1,0,2,0,0,0,2,3,16,3,1,0,10
99357,2,1,7,17,41,4,32,3,605,13,1,1,0,26
99360,2,1,0,8,7,0,0,1,17,10,0,1,0,18
99366,1,1,0,3,2,0,0,0,3,12,0,1,0,15
99397,1,1,1,3,1,1,0,3,3,16,0,1,0,11
99408,1,1,1,7,1,1,0,2,3,16,0,1,0,10
99410,1,1,1,8,1,0,0,4,3,16,0,1,0,10
99411,1,1,1,3,2,0,0,2,2,16,0,1,0,11
99414,1,1,1,3,2,0,0,2,3,16,0,1,0,10
99417,1,1,1,3,2,0,0,3,3,16,0,1,0,10
99428,1,1,1,3,1,0,0,3,3,16,0,1,0,12
99458,2,1,0,8,7,0,0,1,17,10,0,1,0,18
99581,1,1,1,8,2,0,0,3,2,16,0,1,0,10
99614,1,1,0,2,0,1,0,2,3,16,3,1,0,9
99618,1,1,1,7,2,2,1,2,3,16,0,1,0,10
99619,1,1,1,5,2,1,2,2,3,16,0,1,0,10
99620,1,1,1,3,1,0,0,2,1,16,0,1,0,10
99621,1,1,1,3,1,0,0,2,1,16,0,1,0,12
99623,1,1,1,3,1,0,0,4,1,16,0,1,0,10
99624,1,1,1,3,1,0,0,3,1,16,0,1,0,11
99979,1,1,1,3,0,1,0,2,3,16,0,1,0,14
100002,1,1,1,2,0,0,0,6,3,16,0,1,0,11
100003,1,1,1,2,0,1,1,2,3,16,0,1,0,12
100009,1,1,2,6,4,1,0,7,3,16,0,1,0,12
100026,1,1,1,2,0,1,0,3,1,16,0,1,0,14
100035,1,1,1,3,0,2,1,2,3,16,0,1,0,10
100037,1,1,1,2,0,0,0,2,3,16,0,1,0,11
100038,1,1,1,2,0,1,2,3,3,16,0,1,0,11
100040,1,1,1,2,0,1,1,2,3,16,0,1,0,12
100041,1,1,1,4,0,1,1,2,3,16,0,1,0,11
100043,1,1,1,2,0,2,4,4,3,16,0,1,0,11
100044,1,1,1,2,0,1,1,2,3,16,0,1,0,10
100045,1,1,1,2,0,2,2,3,3,16,0,1,0,12
100048,1,1,1,2,0,0,0,2,1,16,0,1,0,11
100094,1,1,0,2,0,0,0,2,3,16,0,1,0,10
100095,1,1,1,2,0,0,0,2,3,16,0,1,0,12
100235,1,1,1,2,0,1,0,2,3,17,0,2,0,11
100251,-1,1,1,1,0,0,0,1,0,0,0,0,0,1
100297,1,1,1,3,2,0,0,3,3,16,0,1,0,10
100389,1,1,1,2,0,0,0,2,4,16,0,1,0,10
100390,1,1,1,2,0,0,0,3,3,16,0,1,0,10
100391,1,1,1,2,0,0,0,3,3,16,0,1,0,11
100392,1,1,1,2,0,0,0,2,3,16,0,1,0,10
100393,1,1,1,2,0,0,0,2,3,16,0,1,0,10
100394,1,1,1,3,0,1,2,4,1,16,0,1,0,11
100395,1,1,1,2,0,1,5,18,2,16,0,1,0,12
100397,1,1,1,2,0,1,1,2,3,16,0,1,0,11
100400,1,1,1,2,0,3,0,2,3,16,0,1,0,10
100433,1,1,1,2,0,1,1,2,3,16,0,1,0,10
103123,-1,0,0,0,0,0,0,0,1,2,0,3,0,0
104243,-1,0,0,0,0,0,0,0,1,6,0,3,0,0
105769,-1,0,0,2,0,0,0,0,0,1,0,0,0,1
106741,-1,0,0,6,2,1,165,0,0,0,0,0,0,4
107206,-1,0,0,1,1,1,2,2,0,7,0,0,0,1
107488,2,1,0,13,5,4,3,17,8,3,0,0,0,22
107503,1,2,0,4,1,2,0,8,6,5,0,0,0,18
107523,1,2,0,3,1,0,0,6,6,5,0,0,0,17
107547,1,3,0,0,1,1,3,1,2,1,0,1,0,9
107566,1,2,0,3,1,0,0,0,7,3,0,0,0,11
107576,2,2,0,12,14,1,6,0,17,3,0,0,0,26
107672,2,2,0,16,17,0,12,1,15,3,0,0,0,28
107714,1,2,0,2,1,3,2,5,1,0,0,0,0,6
108714,-1,0,0,2,0,1,2,2,1,2,0,0,0,3
109105,-1,0,1,1,0,1,6,3,24,21,0,1,0,3
109133,1,2,0,0,0,1,2,0,1,3,0,1,0,8
109135,1,2,0,0,0,1,3,0,1,3,0,1,0,8
109137,1,2,0,0,0,1,2,0,1,3,0,1,0,8
109406,-1,0,0,3,1,2,0,2,0,1,0,0,0,2
109534,-1,0,0,1,0,0,0,0,0,1,0,0,0,0
109549,1,2,0,1,1,0,1,1,6,3,0,0,0,9
109835,2,2,0,0,0,0,10,0,1,1,0,0,0,7
109865,1,2,0,0,0,1,2,0,1,3,0,1,0,8
109867,1,2,0,0,0,1,2,0,1,3,0,1,0,8
109883,2,1,0,4,3,0,20,0,42,5,0,8,0,8
110380,2,1,0,4,32,10,23,0,25,3,3,0,0,27
110401,1,1,0,4,1,1,0,0,5,3,1,0,0,8
110406,1,2,0,3,3,2,3,2,5,3,1,0,0,10
110407,1,1,0,3,3,1,0,0,5,3,2,0,0,8
110410,2,1,0,2,17,3,26,0,15,3,1,0,0,22
110411,2,1,0,4,21,3,17,0,22,3,3,0,0,20
110412,2,1,0,3,24,4,23,0,21,3,1,0,0,26
110422,1,1,0,3,1,1,0,0,5,3,1,0,0,9
110425,1,1,0,3,2,1,4,0,5,3,1,0,0,8
110430,1,1,0,3,2,1,3,0,5,3,1,0,0,8
110433,1,1,0,3,2,1,1,2,5,3,1,0,0,11
110436,1,1,0,3,2,1,1,0,5,3,1,0,0,8
110442,1,1,0,3,2,2,2,0,5,3,1,0,0,9
110445,1,1,0,3,3,2,3,0,5,3,1,0,0,7
110447,1,1,0,8,3,2,0,3,5,3,1,0,0,9
110450,1,1,0,3,1,5,1,2,5,3,1,0,0,11
110454,1,1,0,3,1,5,1,2,5,3,1,0,0,11
110460,1,1,0,3,2,1,4,0,5,3,1,0,0,8
110466,1,1,0,3,2,1,4,0,5,3,1,0,0,8
110467,1,1,0,3,2,1,4,0,5,3,1,0,0,8
110468,1,1,0,3,2,1,4,0,5,3,1,0,0,8
110485,1,1,0,3,2,2,1,1,5,3,1,0,0,9
110499,1,1,0,4,3,1,1,0,5,3,1,0,0,9
110501,1,1,0,4,1,1,3,0,5,3,1,0,0,7
110504,1,1,0,7,1,1,0,0,6,3,1,0,0,7
110507,1,1,0,3,2,1,1,0,5,3,1,0,0,8
110511,1,1,0,3,1,2,7,0,6,3,1,0,0,11
110517,1,1,0,4,2,1,1,0,5,3,1,0,1,9
110518,1,1,0,3,2,1,4,0,5,3,1,0,0,8
110519,1,1,0,3,2,1,4,0,5,3,1,0,0,8
110523,1,1,0,3,1,5,0,2,5,3,1,0,0,11
110572,2,1,0,1,16,1,14,0,12,3,0,0,0,21
110807,1,1,1,6,0,22,0,12,2,0,0,0,0,49
111008,1,2,0,2,2,2,0,5,3,2,0,0,0,7
111034,-1,0,0,1,2,4,0,4,1,2,0,0,0,1
111124,1,2,0,1,2,2,2,4,3,2,0,0,0,5
111181,-1,0,0,1,0,0,1,0,1,0,0,0,0,4
111267,1,2,0,1,2,2,0,4,3,2,0,0,0,5
111273,1,2,0,2,3,2,2,7,2,2,0,0,0,5
111308,1,2,0,3,3,3,1,4,3,2,0,0,0,4
111335,1,2,0,1,2,2,2,4,3,2,0,0,0,6
111357,1,2,0,3,4,2,0,4,3,2,0,0,0,5
111460,-1,0,0,2,0,0,0,0,0,5,0,0,0,0
111539,-1,0,0,2,0,0,0,0,0,6,0,0,0,0
111594,-1,0,0,1,4,0,1,2,3,2,0,0,0,0
111690,-1,0,0,0,2,0,0,1,1,2,0,1,0,2
112942,-1,1,0,5,7,0,0,1,2,6,0,0,0,23
112952,-1,0,0,5,7,0,3,1,1,5,0,0,0,5
114704,-1,0,0,3,2,1,0,5,0,2,0,0,0,1
115303,-1,0,0,1,0,0,0,1,0,1,0,0,0,0
116006,-1,0,0,6,5,0,0,5,15,1,0,0,0,0
116268,-1,0,0,6,8,1,0,0,2,1,0,0,0,1
117918,-1,0,0,5,22,1,0,1,4,4,0,0,0,0
